Территория/Регион,Health,Housing Quality,Leisure Time,Life,Living Condition,Professional Wellbeing,Financial Situation
Актюбинская область,7,5,9,6,9,89,6
г. Астана,7,5,9,7,4,4,89
Карагандинская область,7,5,9,7,4,5,6
Северо-Казахстанская область,7,5,9,7,5,7,4
Актюбинская область,7,5,9,7,5,8,9
Северо-Казахстанская область,7,5,9,7,6,6,4
Карагандинская область,7,5,9,7,6,8,8
Костанайская область,7,5,9,7,6,10,5
Мангистауская область,7,5,9,7,6,89,8
Акмолинская область,7,5,9,7,7,7,5
г. Алматы,7,5,9,7,7,7,6
Атырауская область,7,5,9,7,7,8,7
Жетісу область,7,5,9,7,7,8,7
Кызылординская область,7,5,9,7,7,8,10
Туркестанская область,7,5,9,7,7,9,6
Северо-Казахстанская область,7,5,9,7,7,9,7
Жамбылская область,7,5,9,7,7,9,9
г. Шымкент,7,5,9,7,7,10,7
Кызылординская область,7,5,9,7,7,89,5
Актюбинская область,7,5,9,7,7,89,7
Атырауская область,7,5,9,7,7,89,7
г. Шымкент,7,5,9,7,8,5,8
Карагандинская область,7,5,9,7,8,7,8
г. Шымкент,7,5,9,7,8,8,7
Павлодарская область,7,5,9,7,8,8,7
Северо-Казахстанская область,7,5,9,7,8,8,7
Жамбылская область,7,5,9,7,8,9,6
г. Алматы,7,5,9,7,8,10,8
Павлодарская область,7,5,9,7,9,7,7
Западно - Казахстанская область,7,5,9,7,9,9,6
Алматинская область,7,5,9,7,9,89,8
Атырауская область,7,5,9,7,9,89,9
Мангистауская область,7,5,9,7,10,7,6
Западно - Казахстанская область,7,5,9,7,10,9,7
Северо-Казахстанская область,7,5,9,7,10,9,7
Актюбинская область,7,5,9,8,4,6,7
Акмолинская область,7,5,9,8,5,9,8
г. Алматы,7,5,9,8,6,8,7
Кызылординская область,7,5,9,8,7,5,6
Северо-Казахстанская область,7,5,9,8,7,5,7
Жетісу область,7,5,9,8,7,7,7
Туркестанская область,7,5,9,8,7,7,8
Западно - Казахстанская область,7,5,9,8,7,89,5
Павлодарская область,7,5,9,8,7,89,5
Кызылординская область,7,5,9,8,7,89,7
Западно - Казахстанская область,7,5,9,8,8,6,5
Кызылординская область,7,5,9,8,8,8,9
Алматинская область,7,5,9,8,8,9,7
г. Астана,7,5,9,8,8,9,7
Западно - Казахстанская область,7,5,9,8,8,9,7
г. Алматы,7,5,9,8,8,9,8
Атырауская область,7,5,9,8,8,10,6
Жамбылская область,7,5,9,8,8,10,6
Актюбинская область,7,5,9,8,8,89,7
Восточно-Казахстанская область,7,5,9,8,9,7,5
Акмолинская область,7,5,9,8,9,8,5
Костанайская область,7,5,9,8,9,10,8
Мангистауская область,7,5,9,8,9,89,8
Кызылординская область,7,5,9,8,10,7,9
г. Алматы,7,5,9,8,10,8,6
г. Алматы,7,5,9,8,10,10,7
Мангистауская область,7,5,9,9,5,5,10
Абайская область,7,5,9,9,6,10,7
Актюбинская область,7,5,9,9,7,6,5
Мангистауская область,7,5,9,9,8,6,7
Карагандинская область,7,5,9,9,8,7,7
Карагандинская область,7,5,9,9,8,10,7
Кызылординская область,7,5,9,9,8,10,7
Костанайская область,7,5,9,9,8,89,7
Павлодарская область,7,5,9,9,9,6,7
г. Астана,7,5,9,9,9,7,5
г. Алматы,7,5,9,9,9,9,5
Северо-Казахстанская область,7,5,9,9,10,89,5
Восточно-Казахстанская область,7,5,9,10,5,8,5
г. Алматы,7,5,9,10,6,8,7
г. Алматы,7,5,9,10,6,8,10
Жамбылская область,7,5,9,10,7,7,5
г. Алматы,7,5,9,10,7,9,7
Актюбинская область,7,5,9,10,7,10,10
Северо-Казахстанская область,7,5,9,10,7,89,10
Павлодарская область,7,5,9,10,8,1,8
Акмолинская область,7,5,9,10,8,8,8
Атырауская область,7,5,9,10,8,10,9
Атырауская область,7,5,9,10,8,89,8
Северо-Казахстанская область,7,5,9,10,9,7,4
Костанайская область,7,5,9,10,9,7,7
Карагандинская область,7,5,9,10,9,9,8
Западно - Казахстанская область,7,5,9,10,10,6,8
Павлодарская область,7,5,10,3,7,6,5
Костанайская область,7,5,10,3,10,4,8
г. Астана,7,5,10,4,5,7,7
Жетісу область,7,5,10,4,7,6,8
г. Шымкент,7,5,10,4,8,6,8
Павлодарская область,7,5,10,4,9,8,7
Карагандинская область,7,5,10,5,6,8,7
Мангистауская область,7,5,10,5,6,10,4
г. Астана,7,5,10,5,9,8,8
г. Алматы,7,5,10,5,10,5,7
г. Алматы,7,5,10,5,10,9,10
Северо-Казахстанская область,7,5,10,5,10,89,9
Павлодарская область,7,5,10,6,5,7,7
Алматинская область,7,5,10,6,6,6,9
г. Алматы,7,5,10,6,6,6,9
Карагандинская область,7,5,10,6,7,6,5
Алматинская область,7,5,10,6,7,8,5
Атырауская область,7,5,10,6,7,10,7
Кызылординская область,7,5,10,6,7,89,8
Атырауская область,7,5,10,6,8,8,8
г. Алматы,7,5,10,6,8,89,8
г. Алматы,7,5,10,6,10,10,8
Акмолинская область,7,5,10,7,5,7,6
Атырауская область,7,5,10,7,5,10,7
Алматинская область,7,5,10,7,6,8,6
г. Астана,7,5,10,7,6,8,6
г. Астана,7,5,10,7,6,10,9
г. Алматы,7,5,10,7,6,89,5
г. Алматы,7,5,10,7,6,89,7
Восточно-Казахстанская область,7,5,10,7,7,6,5
Мангистауская область,7,5,10,7,7,6,6
Акмолинская область,7,5,10,7,7,8,6
Жетісу область,7,5,10,7,7,8,7
Западно - Казахстанская область,7,5,10,7,7,8,7
г. Шымкент,7,5,10,7,7,9,6
Абайская область,7,5,10,7,7,10,7
Акмолинская область,7,5,10,7,7,89,4
Абайская область,7,5,10,7,8,7,7
Абайская область,7,5,10,7,8,7,8
Акмолинская область,7,5,10,7,8,8,7
Алматинская область,7,5,10,7,8,8,7
Атырауская область,7,5,10,7,8,9,7
Карагандинская область,7,5,10,7,8,9,7
Северо-Казахстанская область,7,5,10,7,8,89,9
Северо-Казахстанская область,7,5,10,7,9,2,7
Акмолинская область,7,5,10,7,9,8,7
Северо-Казахстанская область,7,5,10,7,9,9,7
Атырауская область,7,5,10,7,10,8,7
Западно - Казахстанская область,7,5,10,7,10,9,5
Атырауская область,7,5,10,7,10,9,9
г. Шымкент,7,5,10,7,10,10,6
Туркестанская область,7,5,10,7,89,7,5
Карагандинская область,7,5,10,8,4,8,9
г. Алматы,7,5,10,8,6,4,9
Акмолинская область,7,5,10,8,7,3,4
Алматинская область,7,5,10,8,7,8,4
Туркестанская область,7,5,10,8,7,8,7
г. Шымкент,7,5,10,8,8,89,8
Акмолинская область,7,5,10,8,9,8,9
Западно - Казахстанская область,7,5,10,8,9,10,7
Мангистауская область,7,5,10,8,10,7,7
Акмолинская область,7,5,10,8,10,8,6
Костанайская область,7,5,10,8,10,9,7
г. Алматы,7,5,10,9,7,6,6
Кызылординская область,7,5,10,9,7,8,7
Мангистауская область,7,5,10,9,7,8,7
Западно - Казахстанская область,7,5,10,9,8,8,7
Акмолинская область,7,5,10,9,8,10,4
Кызылординская область,7,5,10,9,8,10,6
Карагандинская область,7,5,10,9,8,10,8
Северо-Казахстанская область,7,5,10,9,8,10,10
Костанайская область,7,5,10,9,9,5,7
Жамбылская область,7,5,10,9,9,8,7
Мангистауская область,7,5,10,9,9,8,7
Алматинская область,7,5,10,9,9,8,8
Мангистауская область,7,5,10,9,9,8,8
Акмолинская область,7,5,10,9,10,5,4
Павлодарская область,7,5,10,9,10,7,9
Алматинская область,7,5,10,10,6,9,6
Западно - Казахстанская область,7,5,10,10,6,10,10
Туркестанская область,7,5,10,10,6,10,10
г. Шымкент,7,5,10,10,7,8,5
Костанайская область,7,5,10,10,7,8,6
Акмолинская область,7,5,10,10,7,9,7
Западно - Казахстанская область,7,5,10,10,8,5,5
Акмолинская область,7,5,10,10,8,8,7
Актюбинская область,7,5,10,10,9,6,4
Жамбылская область,7,5,10,10,9,6,6
Павлодарская область,7,5,10,10,9,8,10
Атырауская область,7,5,10,10,9,9,8
Павлодарская область,7,5,10,10,9,10,8
Алматинская область,7,5,89,5,4,89,5
г. Астана,7,5,89,6,9,7,7
Акмолинская область,7,5,89,6,10,10,6
Костанайская область,7,5,89,7,6,7,5
Алматинская область,7,5,89,7,6,8,7
Кызылординская область,7,5,89,7,10,89,8
Северо-Казахстанская область,7,5,89,8,5,9,6
г. Шымкент,7,5,89,8,7,89,89
Мангистауская область,7,5,89,8,8,9,8
Кызылординская область,7,5,89,9,10,9,7
Атырауская область,7,5,89,10,7,89,7
г. Астана,7,6,1,5,10,5,6
Ұлытау область,7,6,1,6,9,10,6
Северо-Казахстанская область,7,6,1,7,7,7,7
Туркестанская область,7,6,1,7,7,9,9
г. Шымкент,7,6,1,7,7,10,7
Кызылординская область,7,6,1,8,6,9,4
Атырауская область,7,6,1,8,9,4,10
Павлодарская область,7,6,1,10,7,6,4
Жетісу область,7,6,1,10,8,9,9
Атырауская область,7,6,2,7,10,8,7
Актюбинская область,7,6,2,10,8,6,7
г. Астана,7,6,3,6,6,8,6
Мангистауская область,7,6,3,7,4,7,7
Акмолинская область,7,6,3,7,6,10,9
Туркестанская область,7,6,3,7,7,8,7
Западно - Казахстанская область,7,6,3,7,7,9,7
г. Алматы,7,6,3,7,8,4,10
Туркестанская область,7,6,3,7,8,6,7
Акмолинская область,7,6,3,7,8,7,8
Туркестанская область,7,6,3,7,8,8,7
